"","lat","long"
"345",45.330659,8.210828
"346",45.269658,8.359733
"347",45.890172,8.157317
"348",45.194955,8.193531
"349",45.429262,8.291928
"350",45.617867,8.367426
"351",45.529065,8.385128
"352",45.450663,8.38303
"353",45.701868,8.249322
"354",45.231855,8.101628
"355",45.557466,8.384128
"356",45.286059,8.343932
"357",45.284056,8.077426
"358",45.619567,8.322225
"359",45.816669,8.030315
"360",45.332357,7.995524
"361",45.193558,8.520938
"362",45.36346,8.30983
"363",45.402762,8.381031
"364",45.186255,8.232632
"365",45.235558,8.417535
"366",45.262059,8.485036
"367",45.769968,8.081217
"368",45.770968,8.050616
"369",45.712868,8.230622
"370",45.28206,8.478135
"371",45.757869,8.265721
"372",45.379661,8.361731
"373",45.768567,8.013016
"374",45.88597,7.999013
"375",45.85907,8.062815
"376",45.908072,8.182217
"377",45.830968,7.956613
"378",45.214158,8.417535
"379",45.604566,8.284825
"380",45.252157,8.276931
"381",45.83327,8.124317
"382",45.538765,8.317527
"383",45.857972,8.236919
"384",45.325559,8.26423
"385",45.309859,8.328931
"386",45.237554,8.011026
"387",45.350359,8.247829
"388",NA,NA
"389",45.792969,8.114017
"390",45.771968,8.096317
"391",45.685568,8.310924
"392",45.230258,8.453836
"393",45.235757,8.325333
"394",45.192056,8.296133
"395",45.341258,8.173027
"396",45.728369,8.329923
"397",45.666871,8.628931
"398",45.357862,8.463033
"399",45.437362,8.337329
"400",45.387762,8.432632
"401",45.833371,8.195418
"402",45.67547,8.559729
"403",40.750605,13.890324
"404",45.823773,8.437224
"405",45.749272,8.555828
"406",45.575967,8.51403
"407",45.568768,8.643233
"408",45.452664,8.462432
"409",45.678969,8.408726
"410",45.66307,8.534729
"411",45.763971,8.444925
"412",45.319663,8.699539
"413",45.70237,8.458127
"414",45.689271,8.60183
"415",45.731871,8.456726
"416",45.542466,8.47973
"417",45.518667,8.588533
"418",45.503267,8.662835
"419",45.534265,8.418429
"420",45.438064,8.466532
"421",45.488765,8.491931
"422",45.358362,8.523935
"423",45.400963,8.464633
"424",45.513366,8.486931
"425",45.719972,8.62923
"426",45.602168,8.50213
"427",45.613168,8.486129
"428",45.663368,8.394526
"429",45.410966,8.780039
"430",45.792573,8.500326
"431",45.714871,8.564029
"432",45.648269,8.509029
"433",45.674869,8.459727
"434",45.66237,8.601631
"435",45.736272,8.566628
"436",45.551766,8.45863
"437",45.643469,8.480828
"438",45.481567,8.696736
"439",45.388764,8.661237
"440",45.72877,8.425325
"441",45.707171,8.520028
"442",45.599567,8.421528
"443",45.746471,8.436725
"444",45.360163,8.573336
"445",45.679768,8.343025
"446",45.756972,8.488326
"447",45.496465,8.42233
"448",45.820374,8.556027
"449",45.689369,8.422326
"450",45.495665,8.459831
"451",45.62987,8.631632
"452",45.824174,8.541326
"453",45.788773,8.538827
"454",45.618669,8.605531
"455",45.801972,8.429724
"456",45.575568,8.553431
"457",45.803573,8.527126
"458",45.372364,8.656737
"459",45.488765,8.491931
"460",45.601469,8.643433
"461",45.748872,8.527127
"462",45.797872,8.418624
"463",45.750172,8.517827
"464",45.798372,8.384923
"465",45.816572,8.407023
"466",45.792773,8.507626
"467",45.755571,8.384624
"468",45.666871,8.628931
"469",45.650668,8.372926
"470",45.460364,8.435731
"471",45.631067,8.388627
"472",45.463966,8.719037
"473",45.771171,8.397624
"474",45.437863,8.424331
"475",45.453565,8.545533
"476",45.520665,8.44103
"477",45.577467,8.437329
"478",45.74037,8.409525
"479",45.398565,8.720338
"480",45.633369,8.54283
"481",45.376564,8.695238
"482",45.357564,8.715939
"483",45.434766,8.736838
"484",45.603668,8.553531
"485",45.666871,8.628931
"486",45.68887,8.528628
"487",45.350363,8.667838
"488",45.477564,8.462731
"489",45.322961,8.519135
"490",44.474627,6.990918
"491",44.313925,7.219626
"492",44.691542,8.025636
"493",44.59624,8.064639
"494",46.37582,12.125797
"495",44.396224,6.938219
"496",44.58274,8.11084
"497",44.301333,8.043144
"498",44.760336,7.31392
"499",44.761842,7.908632
"500",44.723243,8.081937
"501",44.727536,7.321021
"502",44.610939,7.942836
"503",NA,NA
"504",44.319833,8.010943
"505",44.36483,7.646734
"506",45.029882,11.588908
"507",44.493036,7.974639
"508",44.543336,7.828335
"509",44.629841,8.104139
"510",44.54784,8.183142
"511",44.385329,7.436329
"512",44.503537,8.01754
"513",44.620341,8.13224
"514",44.333028,7.485831
"515",44.602441,8.14734
"516",44.529338,8.05094
"517",44.332029,7.551433
"518",44.70304,7.855632
"519",44.395833,7.875738
"520",44.082725,7.749441
"521",44.600734,7.405925
"522",44.568632,7.361724
"523",44.518132,7.474328
"524",44.424036,8.141444
"525",44.695043,8.19434
"526",44.798544,7.997334
"527",44.455827,7.082721
"528",44.116028,7.954945
"529",44.41943,7.432929
"530",44.782241,7.739429
"531",44.744438,7.477624
"532",45.748798,11.457793
"533",44.47833,7.285725
"534",44.819641,7.624625
"535",44.755443,8.031335
"536",44.58963,7.069818
"537",44.621234,7.437425
"538",44.443832,7.639233
"539",44.4833333,8.2
"540",44.774844,8.029735
"541",44.427835,7.98124
"542",44.408827,7.211924
"543",44.353635,8.128945
"544",44.622539,7.975336
"545",44.725344,8.190139
"546",44.617841,8.182441
"547",44.740139,7.663928
"548",44.709839,7.686329
"549",44.482829,7.180622
"550",44.501533,7.58783
"551",44.799742,7.82243
"552",NA,NA
"553",44.380929,7.47123
"554",44.635438,7.791932
"555",44.382534,8.025542
"556",44.647739,7.858434
"557",44.32643,7.675436
"558",44.445235,7.950939
"559",44.563139,8.030439
"560",44.483336,7.910838
"561",44.736142,7.957234
"562",44.57794,8.192942
"563",44.668843,8.19864
"564",44.564534,7.485427
"565",44.57474,8.126041
"566",44.699534,7.156018
"567",44.39733,7.544531
"568",44.315526,7.298728
"569",44.650041,8.027337
"570",44.530937,7.947238
"571",44.46573,7.351326
"572",44.540329,7.090319
"573",44.241425,7.399331
"574",44.682235,7.371123
"575",44.512036,7.914237
"576",44.80624,7.585125
"577",44.543739,8.104941
"578",44.548935,7.720132
"579",44.28783,7.806939
"580",44.30233,7.797539
"581",44.571632,7.276023
"582",44.335227,7.40693
"583",44.628734,7.347323
"584",44.20293,8.019245
"585",44.588936,7.66453
"586",44.512838,8.135142
"587",44.460137,8.167544
"588",44.804445,8.094036
"589",44.65334,7.995036
"590",44.740043,8.035136
"591",44.442936,8.013341
"592",44.587633,7.381625
"593",44.625036,7.554828
"594",44.638439,7.932535
"595",44.60584,8.098139
"596",44.559937,7.882136
"597",44.402234,7.97084
"598",44.538239,8.155042
"599",44.202726,7.576336
"600",44.307132,7.978742
"601",44.500129,7.179522
"602",44.769244,8.070136
"603",44.459634,7.805336
"604",44.686443,8.150239
"605",44.615835,7.487026
"606",44.661638,7.732231
"607",44.403432,7.684934
"608",44.458327,7.094021
"609",44.452836,7.97994
"610",44.627234,7.362823
"611",44.562732,7.320224
"612",44.321127,7.38973
"613",44.467637,8.088242
"614",44.366633,7.967941
"615",44.340331,7.822638
"616",44.328232,7.943241
"617",NA,NA
"618",44.570538,7.920236
"619",NA,NA
"620",44.465037,8.118542
"621",44.582438,7.969637
"622",NA,NA
"623",NA,NA
"624",44.768342,7.924833
"625",44.462233,7.665633
"626",44.62144,8.048038
"627",44.43743,7.375327
"628",44.408228,7.322927
"629",44.779343,7.936433
"630",44.377035,8.141144
"631",44.718941,7.942634
"632",44.763839,7.537125
"633",44.423932,7.713335
"634",44.474736,8.02184
"635",44.752139,7.600926
"636",44.595438,7.869835
"637",44.727143,8.112637
"638",44.691942,8.116838
"639",44.512738,8.079341
"640",44.405734,7.927939
"641",44.587738,7.926936
"642",44.340334,8.060343
"643",44.676833,7.190319
"644",44.155728,7.924444
"645",44.692634,7.189419
"646",44.687234,7.27342
"647",44.611734,7.425725
"648",44.276731,7.913041
"649",44.432036,8.072442
"650",44.599341,8.213042
"651",44.331834,8.085544
"652",44.331529,7.619834
"653",44.53874,8.193943
"654",44.372031,7.711435
"655",44.563033,7.453827
"656",44.343724,7.035322
"657",44.735142,7.979635
"658",44.513836,7.892537
"659",44.715241,7.882933
"660",44.80234,7.595725
"661",44.621231,7.030017
"662",44.419128,7.281526
"663",44.483828,7.05542
"664",44.376035,8.093343
"665",44.786244,8.064235
"666",44.243631,8.021244
"667",44.488938,8.143742
"668",44.76984,7.678927
"669",44.654635,7.391524
"670",44.650734,7.346423
"671",44.351028,7.398429
"672",44.270226,7.455732
"673",44.417135,8.022341
"674",44.293528,7.512433
"675",44.306331,7.89224
"676",44.47453,7.343726
"677",44.445235,7.950939
"678",44.423633,7.761136
"679",NA,NA
"680",44.342128,7.44153
"681",44.314628,7.482432
"682",44.636042,8.17534
"683",44.679641,7.975435
"684",44.573839,8.019138
"685",44.62854,8.056838
"686",44.543333,7.433826
"687",44.706638,7.604027
"688",44.395235,8.080143
"689",44.399135,8.077943
"690",44.413336,8.168644
"691",44.578037,7.791833
"692",44.564534,7.485427
"693",44.335024,7.079923
"694",44.579631,7.184521
"695",44.490137,8.057841
"696",44.48873,7.258424
"697",44.749941,7.80263
"698",44.647034,7.321022
"699",NA,NA
"700",44.508934,7.722333
"701",44.698641,7.937334
"702",44.706544,8.22604
"703",44.788443,7.940933
"704",44.644037,7.655929
"705",44.333333,7.986442
"706",44.678737,7.565927
"707",44.610039,7.999437
"708",44.559239,8.058639
"709",44.600339,8.019938
"710",44.535338,8.007839
"711",44.768741,7.78533
"712",44.745642,7.900633
"713",44.506529,7.126521
"714",44.493532,7.54353
"715",44.56274,8.154441
"716",NA,NA
"717",44.735738,7.528125
"718",44.433636,8.036741
"719",44.689742,8.088138
"720",44.677042,8.107538
"721",NA,NA
"722",44.277626,7.397631
"723",44.411229,7.380128
"724",44.337627,7.373929
"725",44.544232,7.346025
"726",44.564533,7.400925
"727",44.66614,7.930735
"728",44.245027,7.533834
"729",44.595034,7.483527
"730",44.762743,8.007935
"731",44.363932,7.862639
"732",44.362229,7.472731
"733",44.543734,7.540129
"734",NA,NA
"735",44.729938,7.574426
"736",44.484731,7.382226
"737",44.309025,7.176025
"738",44.292032,7.964742
"739",44.564134,7.579129
"740",44.790246,8.250439
"741",45.07755,7.971128
"742",44.845346,8.134936
"743",45.100851,8.000028
"744",44.897948,8.206836
"745",44.873448,8.266838
"746",44.905947,8.091634
"747",44.829948,8.32834
"748",45.09475,7.952827
"749",44.793248,8.440543
"750",44.663443,8.295143
"751",45.021749,7.951029
"752",44.737146,8.338742
"753",45.008551,8.257535
"754",44.739945,8.22714
"755",44.991649,8.091032
"756",44.721545,8.292441
"757",44.902447,8.027532
"758",45.003549,8.00893
"759",45.022452,8.337037
"760",44.689144,8.302642
"761",44.751144,8.150238
"762",44.95905,8.304437
"763",44.721946,8.379943
"764",44.98125,8.210535
"765",44.925348,8.073833
"766",44.751247,8.433244
"767",44.878049,8.317139
"768",44.802148,8.410042
"769",44.788346,8.28504
"770",45.040849,7.963128
"771",44.718346,8.415344
"772",44.864345,7.945331
"773",44.856846,8.123735
"774",45.05215,8.03513
"775",44.873349,8.35874
"776",44.648943,8.243642
"777",44.986649,8.118533
"778",44.975249,8.100033
"779",44.826144,8.000933
"780",44.728244,8.145138
"781",45.088051,8.039429
"782",45.00095,8.145233
"783",44.959148,8.058432
"784",45.01435,8.088032
"785",44.979149,8.061232
"786",44.823248,8.358441
"787",44.99295,8.136133
"788",44.783945,8.180938
"789",45.03995,8.096731
"790",44.926147,7.970731
"791",44.875446,7.994732
"792",44.752947,8.421344
"793",45.00405,8.171934
"794",44.408228,7.322927
"795",45.040352,8.310636
"796",44.808048,8.375842
"797",44.833146,8.180237
"798",44.669043,8.258442
"799",44.760347,8.478445
"800",44.944848,8.034132
"801",44.763546,8.27834
"802",44.570942,8.334645
"803",44.771447,8.448244
"804",44.817847,8.29474
"805",44.937548,8.072433
"806",44.648543,8.326643
"807",45.050252,8.265235
"808",45.06815,7.932627
"809",44.847147,8.213937
"810",44.698745,8.390644
"811",44.989249,8.024631
"812",44.830347,8.259039
"813",45.00725,8.111432
"814",44.820647,8.237538
"815",44.983051,8.325337
"816",45.114852,8.025228
"817",44.773847,8.353942
"818",44.585741,8.246943
"819",45.05585,8.018729
"820",45.032952,8.251735
"821",45.02405,8.070631
"822",45.05745,7.986229
"823",NA,NA
"824",44.95665,8.258036
"825",44.750947,8.449144
"826",44.93635,8.340839
"827",44.857547,8.160436
"828",44.952048,8.026932
"829",45.101652,8.10193
"830",44.872048,8.284639
"831",44.592242,8.272143
"832",44.707445,8.345343
"833",44.858648,8.34564
"834",44.833445,8.063534
"835",44.610942,8.242442
"836",44.817945,8.109936
"837",44.754446,8.295341
"838",44.950647,7.97073
"839",44.96485,8.279137
"840",44.55404,8.259744
"841",44.670644,8.336843
"842",44.961749,8.114333
"843",44.996249,8.078432
"844",44.886247,8.076634
"845",45.024451,8.190034
"846",45.117651,8.002128
"847",44.796347,8.338941
"848",44.901746,7.964331
"849",44.635742,8.227242
"850",45.000149,8.049931
"851",44.980551,8.357138
"852",44.834047,8.229138
"853",44.911947,8.031632
"854",44.941847,7.93713
"855",45.00655,8.133633
"856",44.810947,8.32094
"857",45.065251,8.097231
"858",44.675145,8.467546
"859",44.702351,9.066158
"860",44.912452,8.618945
"861",45.048552,8.208334
"862",44.726046,8.450745
"863",NA,NA
"864",44.993552,8.375938
"865",45.018057,8.880649
"866",44.691649,8.880655
"867",44.803153,8.965454
"868",45.183557,8.403435
"869",44.76885,8.704849
"870",45.001155,8.730946
"871",44.625046,8.661251
"872",45.74528,9.481748
"873",44.877455,8.951353
"874",44.660144,8.370344
"875",44.729451,8.943455
"876",44.83625,8.538545
"877",45.094256,8.52464
"878",44.825551,8.677248
"879",44.649748,8.792853
"880",45.069756,8.606442
"881",44.812854,9.040256
"882",44.673751,9.09576
"883",45.017653,8.429739
"884",45.160255,8.290533
"885",44.718152,9.044958
"886",44.727849,8.69085
"887",44.849153,8.869752
"888",44.828849,8.471343
"889",44.807052,8.900553
"890",44.678347,8.605549
"891",44.61975,9.174762
"892",44.658248,8.831554
"893",44.590243,8.420647
"894",44.83495,8.624946
"895",44.633547,8.730452
"896",45.133356,8.457137
"897",44.913056,8.982153
"898",44.828454,9.005855
"899",44.766951,8.865053
"900",44.749948,8.527846
"901",44.601544,8.563449
"902",44.798452,8.930354
"903",44.905955,8.947852
"904",44.84505,8.577245
"905",44.626243,8.393645
"906",44.684548,8.703951
"907",45.073953,8.240134
"908",44.981153,8.564543
"909",44.742648,8.548547
"910",44.980456,8.881249
"911",44.806149,8.583146
"912",44.630344,8.454247
"913",45.074054,8.391537
"914",45.087654,8.319935
"915",44.842553,8.930353
"916",45.121354,8.213832
"917",45.148156,8.370935
"918",45.020453,8.453939
"919",44.816153,8.926953
"920",44.635945,8.585249
"921",44.993653,8.45754
"922",44.598842,8.333145
"923",44.766553,9.050357
"924",44.784954,9.147559
"925",44.89935,8.435841
"926",44.591047,8.878456
"927",44.734649,8.731251
"928",44.826449,8.532245
"929",45.031753,8.387638
"930",45.133657,8.534339
"931",44.78295,8.686149
"932",44.837151,8.681548
"933",44.962752,8.42994
"934",45.156754,8.195231
"935",44.809049,8.541645
"936",44.780453,8.997856
"937",44.775851,8.885953
"938",44.687649,8.809353
"939",45.060555,8.566541
"940",44.796254,9.106858
"941",44.630344,8.492647
"942",44.69645,8.965456
"943",45.013657,8.851448
"944",45.030157,8.849948
"945",44.636047,8.715452
"946",45.001453,8.48464
"947",44.559342,8.413147
"948",44.869649,8.407741
"949",44.643944,8.424946
"950",44.51884,8.298245
"951",45.035554,8.523241
"952",44.618645,8.60055
"953",45.024257,8.893649
"954",45.132854,8.250333
"955",44.838454,9.034255
"956",45.154654,8.161431
"957",44.64,9.0618
"958",44.884355,8.973953
"959",44.766453,9.104958
"960",44.667147,8.730152
"961",44.682647,8.587848
"962",44.949454,8.685746
"963",44.594443,8.378646
"964",44.842054,8.962754
"965",44.848354,8.993654
"966",45.167256,8.366135
"967",44.605044,8.510748
"968",44.639247,8.756153
"969",44.665346,8.550848
"970",45.081852,8.134931
"971",44.76085,8.789551
"972",45.060255,8.50764
"973",45.109053,8.166932
"974",45.071652,8.206033
"975",45.037253,8.367837
"976",44.690146,8.562748
"977",45.054253,8.338536
"978",44.638346,8.64525
"979",44.86125,8.487743
"980",45.108255,8.372036
"981",44.820553,8.891253
"982",44.516441,8.381847
"983",44.669748,8.758652
"984",44.75085,8.749251
"985",44.989755,8.670945
"986",44.942653,8.668545
"987",44.958454,8.735947
"988",45.062456,8.596042
"989",44.960156,8.933851
"990",45.142455,8.333235
"991",44.627843,8.365445
"992",45.084853,8.265534
"993",44.588143,8.459347
"994",44.878055,9.029854
"995",44.795151,8.784851
"996",44.639245,8.551948
"997",44.751349,8.655449
"998",44.944952,8.487042
"999",44.89635,8.404941
"1000",44.7333333,8.4666667
"1001",44.709747,8.551747
"1002",44.976855,8.715646
"1003",44.67745,9.028558
"1004",44.671447,8.64845
"1005",44.706551,9.050458
"1006",45.080554,8.399737
"1007",45.075154,8.358736
"1008",44.980656,8.809348
"1009",44.692248,8.750152
"1010",45.107355,8.416137
"1011",44.994154,8.565942
"1012",44.786653,9.064857
"1013",44.784752,8.921154
"1014",44.753651,8.896054
"1015",44.867954,8.913252
"1016",45.100254,8.282034
"1017",44.72165,8.859154
"1018",44.784849,8.572546
"1019",44.686747,8.67555
"1020",44.918351,8.507542
"1021",45.129054,8.283234
"1022",44.543141,8.333946
"1023",44.837353,8.873752
"1024",44.72735,8.869954
"1025",44.698146,8.521847
"1026",44.638346,8.665851
"1027",44.728549,8.771552
"1028",45.082255,8.443238
"1029",44.670445,8.421645
"1030",45.096156,8.55174
"1031",44.893354,8.864551
"1032",45.096854,8.359536
"1033",44.661646,8.586149
"1034",45.014055,8.641444
"1035",45.100256,8.583041
"1036",45.011253,8.396138
"1037",44.70995,8.891255
"1038",44.904455,8.922652
"1039",45.072252,8.167932
"1040",44.815352,8.857252
"1041",45.134553,8.171031
"1042",45.182857,8.479237
"1043",44.849653,8.887752
"1044",44.661845,8.500747
"1045",44.890255,8.981853
"1046",44.892955,8.959453
"1047",44.621747,8.843055
"1048",45.807561,7.271399
"1049",45.806664,7.588806
"1050",45.73736,7.316601
"1051",45.647262,7.717012
"1052",45.702058,7.165799
"1053",45.708858,7.139898
"1054",45.815065,7.689108
"1055",45.701758,7.2456
"1056",45.609361,7.744913
"1057",45.873564,7.423101
"1058",45.72566,7.392603
"1059",45.757764,7.72961
"1060",45.714563,7.734511
"1061",45.690462,7.704711
"1062",45.744262,7.549306
"1063",45.838865,7.618706
"1064",45.685262,7.65681
"1065",45.62376,7.62151
"1066",45.72006,7.325002
"1067",45.751663,7.617507
"1068",45.608857,7.358805
"1069",45.793858,6.971393
"1070",45.602861,7.774914
"1071",45.819162,7.305999
"1072",45.724563,7.70181
"1073",45.820561,7.229298
"1074",45.733462,7.497705
