"","x","y","share_100","year"
"697",-297.5,303,0,2003
"698",-297.5,315,0,2003
"699",-297.5,326.5,0,2003
"700",-297.5,338,0,2003
"701",-286,-809.5,0,2003
"702",-286,-798,0,2003
"703",-286,-786.5,0,2003
"704",-286,-775,0,2003
"705",-286,-763,0,2003
"706",-286,-751.5,0,2003
"707",-286,-740,0,2003
"708",-286,-728.5,0,2003
"709",-286,-717,0,2003
"710",-286,-705,0,2003
"711",-286,-693.5,0,2003
"712",-286,-682,0,2003
"713",-286,-670.5,0,2003
"714",-286,-659,0,2003
"715",-286,-647,0,2003
"716",-286,-635.5,0,2003
"717",-286,-624,0,2003
"718",-286,-612.5,0,2003
"719",-286,-601,0,2003
"720",-286,-589,0,2003
"721",-286,-577.5,0,2003
"722",-286,-566,0,2003
"723",-286,-554.5,0,2003
"724",-286,-543,0,2003
"725",-286,-531.5,0,2003
"726",-286,-520,0,2003
"727",-286,-508,0,2003
"728",-286,-496.5,0,2003
"729",-286,-485,0,2003
"730",-286,-473.5,0,2003
"731",-286,-462,0,2003
"732",-286,-450,0,2003
"733",-286,-438.5,0,2003
"734",-286,-427,0,2003
"735",-286,-415.5,0,2003
"736",-286,-404,0,2003
"737",-286,-392,0,2003
"738",-286,-380.5,0,2003
"739",-286,-369,0,2003
"740",-286,-357.5,0,2003
"741",-286,-346,0,2003
"742",-286,-334,0,2003
"743",-286,-322.5,0,2003
"744",-286,-311,0,2003
"745",-286,-299.5,0,2003
"746",-286,-288,0,2003
"747",-286,-276.5,0,2003
"748",-286,-265,0,2003
"749",-286,-253,0,2003
"750",-286,-241.5,0,2003
"751",-286,-230,0,2003
"752",-286,-218.5,0,2003
"753",-286,-207,0,2003
"754",-286,-195,0,2003
"755",-286,-183.5,0,2003
"756",-286,-172,0,2003
"757",-286,-160.5,0,2003
"758",-286,-149,0,2003
"759",-286,-137,0,2003
"760",-286,-125.5,0,2003
"761",-286,-114,0,2003
"762",-286,-102.3,0,2003
"763",-286,-90.8,0,2003
"764",-286,-79.25,0,2003
"765",-286,-67.7,0,2003
"766",-286,-56.1,0,2003
"767",-286,-44.5,0,2003
"768",-286,-32.9,0,2003
"769",-286,-21.3,4.773301,2003
"770",-286,-9.705,4.47843433333333,2003
"771",-286,1.885,4.73905554545455,2003
"772",-286,13.49,2.019701,2003
"773",-286,25.1,0,2003
"774",-286,36.7,2.103081,2003
"775",-286,48.25,2.654351,2003
"776",-286,59.8,3.47257242857143,2003
"777",-286,71.4,3.39598433333333,2003
"778",-286,83,2.192591,2003
"779",-286,94.4,1.784801,2003
"780",-286,106,1.754551,2003
"781",-286,118,1.17221918181818,2003
"782",-286,129.5,1.017926,2003
"783",-286,141,0.937886714285714,2003
"784",-286,152.5,0.920761,2003
"785",-286,164,1.059701,2003
"786",-286,176,0.976017666666667,2003
"787",-286,187.5,0.771301,2003
"788",-286,199,0.457251,2003
"789",-286,210.5,0,2003
"790",-286,222,0,2003
"791",-286,234,0,2003
"792",-286,245.5,0,2003
"793",-286,257,0,2003
"794",-286,268.5,0,2003
"795",-286,280,0,2003
"796",-286,291.5,0,2003
"797",-286,303,0,2003
"798",-286,315,0,2003
"799",-286,326.5,0,2003
"800",-286,338,0,2003
"801",-274,-809.5,0,2003
"802",-274,-798,0,2003
"803",-274,-786.5,0,2003
"804",-274,-775,0,2003
"805",-274,-763,0,2003
"806",-274,-751.5,0,2003
"807",-274,-740,0,2003
"808",-274,-728.5,0,2003
"809",-274,-717,0,2003
"810",-274,-705,0,2003
"811",-274,-693.5,0,2003
"812",-274,-682,0,2003
"813",-274,-670.5,0,2003
"814",-274,-659,0,2003
"815",-274,-647,0,2003
"816",-274,-635.5,0,2003
"817",-274,-624,0,2003
"818",-274,-612.5,0,2003
"819",-274,-601,0,2003
"820",-274,-589,0,2003
"821",-274,-577.5,0,2003
"822",-274,-566,0,2003
"823",-274,-554.5,0,2003
"824",-274,-543,0,2003
"825",-274,-531.5,0,2003
"826",-274,-520,0,2003
"827",-274,-508,0,2003
"828",-274,-496.5,0,2003
"829",-274,-485,0,2003
