"","x","y","share_100","year"
"230",-360.5,-663.5,0,2003
"231",-360.5,-663.5,0,2003
"232",-360.5,-663.5,0,2003
"233",-360.5,-663.5,0,2003
"234",-360.5,-663.5,0,2003
"235",-360.5,-663.5,0,2003
"236",-360.5,-663.5,0,2003
"237",-360.5,-663.5,0,2003
"238",-360.5,-663.5,0,2003
"239",-360.5,-663.5,0,2003
"240",-360.5,-663.5,0,2003
"241",-360.5,-663.5,0,2003
"242",-360.5,-663.5,0,2003
"243",-360.5,-663.5,0,2003
"244",-360.5,-663.5,0,2003
"245",-360.5,-663.5,0,2003
"246",-360.5,-663.5,0,2003
"247",-360.5,-663.5,0,2003
"248",-360.5,-663.5,0,2003
"249",-360.5,-663.5,0,2003
"250",-360.5,-663.5,0,2003
"251",-360.5,-663.5,0,2003
"252",-360.5,-663.5,0,2003
"253",-360.5,-663.5,0,2003
"254",-360.5,-663.5,0,2003
"255",-360.5,-663.5,0,2003
"256",-360.5,-663.5,0,2003
"257",-360.5,-663.5,1.980201,2003
"258",-360.5,-663.5,1e-06,2003
"259",-360.5,-663.5,0,2003
"260",-360.5,-663.5,0,2003
"261",-360.5,-663.5,0,2003
"262",-360.5,-663.5,0,2003
"263",-360.5,-663.5,0,2003
"264",-360.5,-663.5,0,2003
"265",-360.5,-663.5,0,2003
"266",-360.5,-663.5,3.500601,2003
"267",-360.5,-663.5,10.474301,2003
"268",-360.5,-663.5,2.149651,2003
"269",-360.5,-663.5,0,2003
"270",-360.5,-663.5,0,2003
"271",-360.5,-663.5,0,2003
"272",-360.5,-663.5,0,2003
"273",-360.5,-663.5,0,2003
"274",-360.5,-663.5,0,2003
"275",-360.5,-663.5,0,2003
"276",-360.5,-663.5,0,2003
"277",-360.5,-663.5,0,2003
"278",-360.5,-663.5,0,2003
"279",-360.5,-663.5,0,2003
"280",-360.5,-663.5,0,2003
"281",-360.5,-663.5,0,2003
"282",-360.5,-663.5,0,2003
"283",-360.5,-663.5,0,2003
"284",-360.5,-663.5,0,2003
"285",-360.5,-663.5,0,2003
